game_name,meta_score,user_score,platform,description,url,developer,genre,type,rating
College Hoops 2K8,82.0,59.0,['playstation-3'],"In the All-American Training Challenge, players can improve their game skills by competing in passing, shooting, and defensive tests against former college basketball standouts like Mike Conley Jr. of Ohio State, Julian Wright of Kansas, Glen ""Big Baby"" Davis of LSU, Alando Tucker of Wisconsin, Al Thornton of Florida State, J.J. Redick of Duke, and College Hoops 2K8 cover athlete, Greg Oden of Ohio State. Gamers can progress through the challenge drills against these great players while tracking their best times and highest scores in the game. With multiplayer support for up to four players, gamers can compete against their friends to see who has the best College Hoops skills. College basketball fans can truly feel the benefit of playing in front of a frenzied crowd—be it at home or in a neutral tournament venue—with the 6th Man Advantage where the energy of a team’s fans can motivate a team to play harder and with more confidence. During a game, the 6th Man Meter measures the current energy and excitement level of the crowd. By scoring often, playing good defense, and raising the excitement level of the crowd, the 6th Man Meter will rise. Once the meter is full, the home team gains the advantage of playing with less fatigue for a brief period while the opposing team starts to lose confidence in their playing ability. The 6th Man Advantage delivers a realistic element with how a great crowd can inspire their team to victory. [2K Sports]",https://www.metacritic.com/game/playstation-3/college-hoops-2k8,Visual Concepts,"['Sports', 'Traditional', 'Team', 'Basketball', 'Sim']",multiplayer,E
EA SPORTS UFC 4,82.0,22.0,['xbox-one'],"In EA SPORTS UFC 4 the fighter you become is shaped by your fight style, your achievements, and your personality. Develop and customize your character through a unified progression system across all modes. Go from unknown amateur to UFC superstar in the new Career Mode, experience the origins of combat sports in two all-new environments; The Kumite and The Backyard, or challenge the world in new Blitz Battles or Online World Championships to become the undisputed champ. In gameplay, fluid clinch-to-strike combinations offer more responsive and authentic stand-up gameplay, while overhauled takedown and ground mechanics deliver more control in those key phases of the fight. No matter how, or where, you play EA SPORTS UFC 4 puts 'you' at the center of every fight.",https://www.metacritic.com/game/xbox-one/ea-sports-ufc-4,Electronic Arts,"['Sports', 'Individual', 'Combat', 'Boxing / Martial Arts']",multiplayer,T
Desktop Dungeons,82.0,76.0,['pc'],"Desktop Dungeons is a quick-play roguelike puzzle game that gives you roughly 10 minutes of dungeon-crawling action per serving. It straddles the casual and hardcore boundary in that, while you might die frequently because the game is tricky and unforgiving, it’s so approachable and quick to get into that you keep wanting just one more.",https://www.metacritic.com/game/pc/desktop-dungeons,QCF Design,"['General', 'Role-Playing', 'Roguelike']",,
Crusader Kings II,82.0,87.0,['pc'],"In Crusader Kings II, you will get to control one of the great Christian dynasties of the West, attempt to conquer all of Europe, and liberate the Holy Land.",https://www.metacritic.com/game/pc/crusader-kings-ii,Paradox Development Studio,"['Strategy', 'Real-Time', 'Historic', 'General']",multiplayer,T
Olympia Soiree,82.0,82.0,['switch'],"With her entire clan wiped out years ago, Olympia has been isolated for most of her life. Now she lives as the only person on Tenguu Island who can perform a ritual that restores light to a world shrouded in darkness. The heads of each Primary district Red, Blue, and Yellow lead a society governed by the island's rigid class structure.

As Olympia travels between the districts, she discovers their wonders and their weaknesses, as well as an entire underground community of shunned individuals whom she becomes determined to help. If she can find the person destined to be her soulmate, she will finally be able to open her heart and reveal her true name, continue her bloodline, and save the world before it is destroyed.",https://www.metacritic.com/game/switch/olympia-soiree,Otomate,"['Adventure', 'Visual Novel']",singleplayer,M
Tainted Grail: Conquest,82.0,75.0,['pc'],"Avalon is dying. King Arthur is long gone, and Knights of the Round Table are in disarray. Guardian Menhirs, the only thing that makes it possible for humans to survive in this remote land, are going dark. Your village chose its best and brightest and sent them on an epic quest to reach Kamelot, find the Grail, and save the land.

You were not among them.

They've never returned, and now it's your turn to lead a band of unlikely heroes, the only ones this land can still provide. These ordinary people set off far too late, under-equipped for the task ahead, and with little hope of success.

Tainted Grail is a dark fantasy open-world RPG with fresh turn-based exploration and combat. It is based around deep, immersive story from one of the best and most innovative board games (biggest Kickstarter project of 2018!), but introduces a whole new experience crafted directly for PC.",https://www.metacritic.com/game/pc/tainted-grail-conquest,Awaken Realms Digital,"['Role-Playing', 'Strategy', 'Turn-Based', 'Action RPG', 'Card Battle']",singleplayer,
Art Academy: Home Studio,82.0,79.0,['wii-u'],Also known as Art Academy: Atelier.,https://www.metacritic.com/game/wii-u/art-academy-home-studio,Headstrong Games,"['Miscellaneous', 'Edutainment']",,E
Europa 1400: The Guild,82.0,83.0,['pc'],"It's the year 1400. Europe sees the dawn of the ""golden age of the new departures and the free spirit"" - the late Middle Ages. Under the rule of the bourgeoisie and businessmen, more and more towns are emerging from the clutches of the aristocracy and are achieving independence, power and wealth. New businesses are flourishing, bringing financial strength and political influence to a growing economy. However, life in the narrow, overpopulated alleyways and streets of the towns also has its downsides: epidemics and diseases are spreading, and thieves and highwaymen lie in wait to get their piece of the wealth. Now you can try your hand in these exciting times of change. Will you head down the path of an honest craftsman or a dubious priest? [JoWood]",https://www.metacritic.com/game/pc/europa-1400-the-guild,4Head Studios,"['Strategy', 'Real-Time', 'Historic', 'General']",multiplayer,T
Battle Realms,82.0,85.0,['pc'],"A fantasy RTS combining a unique Living Resource System with a detailed combat model. After seven years of exile, Kenji returns to his war-torn homeland. Will he rise above his bitterness and liberate the land under the Dragon Clan flag, or will he give in to his darker side and conquer it as his father's Serpent Clan did so many years ago? Regardless of Kenji's choice, his actions will force him into conflict with the sinister Lotus Clan, the noble Wolf Clan and a mysterious foe from the past. [Ubi Soft]",https://www.metacritic.com/game/pc/battle-realms,Liquid Entertainment,"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Command']",multiplayer,T
Warlords Battlecry,82.0,77.0,['pc'],Prepare to enter the next generation of RTS. You'll develop a hero to lead your forces into battle. Share your abilities and spells with surrounding members of your army. And develop your hero as you expand your empire. Because what's the fun of winning a battle if you don't know who to carry off on your shoulders?  [Mattel Interactive],https://www.metacritic.com/game/pc/warlords-battlecry,Strategic Studies Group,"['Strategy', 'General']",multiplayer,T
Shin Megami Tensei: Digital Devil Saga 2,82.0,37.0,['playstation-2'],"Serph, leader of the Embryon, wanders aimlessly through the lifeless streets before him. In the Junkyard, his Tribe fought a gruesome war, hoping the light of Heaven would relieve their suffering. In the end, Serph's world vanished, along with the comrades who stood by him. All that awaited him in Nirvana were endless streets littered with the silent remains of human statues. The Promised Land was nothing but a new hell. Guards in white appear through clouds of dust, threatening to arrest Serph as an unauthorized Avatar Tuner. He notices the Karma Temple 's insignia on their equipment as they throw it aside and transform into hideous demons. The water crown's power washes over Serph, and he realizes the Atma was not simply a nightmare of the Junkyard?nothing has changed but his surroundings. Devouring others is the only way to survive. What awaits Serph beyond Nirvana?a glorious paradise, or a sea of blood-soaked corpses? [Atlus]",https://www.metacritic.com/game/playstation-2/shin-megami-tensei-digital-devil-saga-2,Atlus Co.,"['Role-Playing', 'Console-style RPG']",singleplayer,M
Paradise Killer,82.0,77.0,['pc'],"Paradise Island, a world outside reality. There’s been a murder that only ""investigation freak"" Lady Love Dies can solve. Gather evidence and interrogate suspects in this open world adventure. You can accuse anyone, but you’ll have to prove your case in trial to convict. It’s up to you to decide who’s guilty.",https://www.metacritic.com/game/pc/paradise-killer,Kaizen Game Works,"['General', 'Adventure', 'Visual Novel']",singleplayer,
Sam & Max Episode 201: Ice Station Santa,82.0,82.0,['pc'],"He's the most powerful opponent they've ever faced, an ancient being of myth – Santa Claus! With Christmas presents on the attack and carols of gunshots, Sam & Max must storm the North Pole to bring down a less-than-jolly foe. Can our heroes save the world's children from a holiday tainted by tears, turmoil, and Torture-Me-Elmer? Find out in the Season Two premiere, Ice Station Santa! [GameTap]",https://www.metacritic.com/game/pc/sam-max-episode-201-ice-station-santa,Telltale Games,"['Adventure', 'General', '3D', 'Point-and-Click', 'Third-Person']",singleplayer,T
Halo: Combat Evolved Anniversary,82.0,82.0,['xbox-360'],"""Halo: Combat Evolved Anniversary"" is a spectacularly remastered version of the original ""Halo"" campaign, created in celebration of the 10th anniversary of one of the most beloved franchises in gaming history. With a bounty of new features including cooperative play over Xbox LIVE, a bundle of some of the most beloved multiplayer maps in ""Halo"" history reimagined for Xbox LIVE, new challenges and a new story to uncover.",https://www.metacritic.com/game/xbox-360/halo-combat-evolved-anniversary,343 Industries,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
N+,82.0,75.0,['ds'],"You are a ninja in N+. Your god-like speed, dexterity, jumping power, and reflexes are all the result of an amazingly fast metabolism; sadly, so is your natural lifespan of 1.5 minutes. Like all Ninjas, you have an unquenchable thirst for gold and a natural propensity for exploring rooms infested by increasingly lethal Ninja-killing robots. N emphasizes pacifism, humility, and the need to traverse 5 rooms before the end of your lifetime; a feat known only as ‘beating an episode’. In accordance with the teachings of N, it is your profound hope that one day you will develop your platforming skills, intelligence, and inexplicable ability to reincarnate to achieve total mastery of all 300 levels. [Atari]",https://www.metacritic.com/game/ds/n+,Metanet Software Inc.,"['Action', 'Platformer', '2D']",multiplayer,E
Major League Baseball 2K5,82.0,74.0,['playstation-2'],"Major League Baseball 2K5 debuts On Command Baserunning, that includes active picture-in-picture baserunning, and new gameplay features called Maximum Sliding and Baseburner Mode. Active picture-in-picture baserunning delivers both an exciting presentation style and an intuitive method to precisely control runners. The new baserunning mechanic utilizes the right analog thumbstick to choose how baserunners slide -- head or feet first -- in conjunction with hook sliding left or right of the base. Players will be able to reach a base quicker, get up more quickly from a slide, or avoid being tagged out with the new freedom found in Maximum Sliding. Baseburner Mode allows the gamer to play any 'at-bat' through the perspective of any baserunner, delivering precision control to gamers. [2K Games]",https://www.metacritic.com/game/playstation-2/major-league-baseball-2k5,Kush Games,"['Sports', 'Traditional', 'Baseball', 'Sim']",multiplayer,E
Brothers in Arms: Road to Hill 30,82.0,75.0,['playstation-2'],"Created by Texas-based Gearbox Software, Brothers in Arms is the most realistic and authentic WWII shooter ever. While other WWII games have sugarcoated the war experience, Brothers in Arms is based on a true story and will immerse gamers into the gritty, uncensored and emotionally-charged side of war. The game puts you in the shoes of Sgt. Matt Baker, a D-Day paratrooper squad leader, and asks you to lead the squad as you balance their lives with the success of the mission. The true stories and historical events you experience on your perilous journey take you through real battlefields meticulously recreated from aerial reconnaissance images, US Army Signal Corps photos and eye-witness accounts of war-torn Normandy. Players of allskill levels can battle their way through this intense experience because of Brothers in Arms innovative and accessible command and control system. [Ubisoft]",https://www.metacritic.com/game/playstation-2/brothers-in-arms-road-to-hill-30,Gearbox Software,"['Action', 'Shooter', 'First-Person', 'Historic']",multiplayer,M
SOCOM: U.S. Navy SEALs Fireteam Bravo,82.0,87.0,['psp'],"SOCOM offers fans of the multi-million selling franchise all-new single-player and wireless multiplayer gaming missions in four different Areas of Operation (AO). Players are tasked with completing 14 unique, realistic international single-player missions, including Chile, which is a unique AO only available in the PSP release. As the SEAL commander, the player is supported by an AI teammate executing traditional SOCOM team-based tactical, stealth and action gameplay. After successfully completing a level, players can replay the mission in an entirely new way through the ""Instant Action"" option, with different objectives, enemy and object placement. In addition, multiple players are able to form clans and take on their friends for team based high-action gameplay in SOCOM Fireteam Bravo via a Wi-Fi connection. [SCEA]",https://www.metacritic.com/game/psp/socom-us-navy-seals-fireteam-bravo,Zipper Interactive,"['Action', 'Shooter', 'Third-Person', 'Tactical', 'Modern']",multiplayer,M
Art Style: ORBIENT,82.0,82.0,['wii'],"[WiiWare]  Explore the universe like never before in Art Style: ORBIENT. Take control of gravity and anti-gravity and carefully maneuver your small star through 50 stages set in multiple galaxies. Collide with other stars to absorb them and make your own star expand in size, or capture the stars in your orbit and have them become your satellites. Space isn't empty, though, and you'll have to avoid bumping into obstacles or getting pulled into a black hole. If you feel like relaxing while still being challenged, this is the game for you. Its combination of simple controls, atmospheric sound and unique environment make for an experience unlike any other. [Nintendo]",https://www.metacritic.com/game/wii/art-style-orbient,Nintendo,"['Miscellaneous', 'Puzzle', 'General']",singleplayer,E
Kingdom Hearts: Birth by Sleep,82.0,86.0,['psp'],"Long before Sora was chosen by his Keyblade, the worlds' safety lay in the hands of the true Keyblade Masters. Three youths - Terra, Ventus and Aqua - have been training long and hard under Master Eraqus to prove that they, too, exhibit the Mark of Mastery. But they will soon find themselves in the middle of a crisis affecting worlds far beyond their own - just as another Keyblade Master, Xehanort, goes mysteriously missing. Three friends, three destinies. Everything will link back to the beginning.",https://www.metacritic.com/game/psp/kingdom-hearts-birth-by-sleep,Square Enix,"['Role-Playing', 'Action RPG']",singleplayer,E10+
The Last Guardian,82.0,79.0,['playstation-4'],"It’s an action adventure title. It’s a story about a young boy who has been kidnapped or captured under strange circumstances. It’s about an encounter between that boy and the mysterious beast Trico amidst ancient ruins, and a story about their journey together in the hope of escaping their mysterious predicament. [Fumito Ueda via Playstation.com]",https://www.metacritic.com/game/playstation-4/the-last-guardian,SCE Japan Studio,"['Fantasy', 'Action Adventure', 'Linear']",singleplayer,T
Technobabylon,82.0,77.0,['pc'],"Technobabylon takes place in a dystopian cyberpunk future where genetic engineering is the norm, the addictive Trance has replaced almost any need for human interaction, and an omnipresent AI named Central powers the city. Its all-seeing CEL police force keeps tabs on everyone... including three people who are about to meet their maker.",https://www.metacritic.com/game/pc/technobabylon,Technocrat,"['Adventure', 'General', 'Point-and-Click']",,
Madden NFL 09 All-Play,82.0,74.0,['wii'],"Madden NFL 09 All-Play features fun, approachable and innovative gameplay by unleashing the power of the Wii Remote through the all-new EA SPORTS Call Your Shots feature. Call Your Shots allows the player to create his or her own plays on the fly and direct receivers where they should run. Gamers of all skill levels can also enjoy an all-new fast paced 5-on-5 mode which has a reduced field length and big head NFL players.  Experienced Madden players or rookies to the game can utilize the all-new play calling system. No matter the skill level, players can be competitive with three playbooks to choose from, ranging from Easy to Advanced. [Electronic Arts]",https://www.metacritic.com/game/wii/madden-nfl-09-all-play,EA Tiburon,"['Sports', 'Traditional', 'Team', 'Football', 'Sim']",multiplayer,E
Shin Megami Tensei: Nocturne,82.0,62.0,['playstation-2'],"(Also known as ""Shin Megami Tensei: Lucifer's Call"")  Shin Megami Tensei: Nocturne is actually the third game in the series, which first appeared on the Super Famicom.  Remakes of the first two titles were recently released in Japan for the PlayStation and Game Boy Advance.  While Nocturne continues the series' tradition of a modern-day post-apocalyptic setting, demonic overtones and mature themes, the PlayStation 2 version brings it into the next-generation of gaming with mind-blowing graphics and refinement of the gameplay system. Set in post-apocalyptic Tokyo, the game begins as nearly the entire population of the world is annihilated by a global catastrophe called the Conception.  Now, the fate of the entire world lies on the shoulders of one boy, who must battle his way through opposing demonic forces and shape the world to come... or destroy it. Yesterday?s foe is today?s ally. Persuade over 100 different demons to join your party. Some demons may evolve into new forms on their own or fuse them to form even more powerful demons. Customize your character with Magatama, living parasites that grant the host demonic powers! Depending on the choices you make, you'll follow one of several ideologies which will ultimately determine the fate of the entire world! Special guest appearance by Dante, from Capcom's Devil May Cry series.  Will he become your most feared enemy or your greatest ally? Over 50 hours of gameplay! [Atlus Software]",https://www.metacritic.com/game/playstation-2/shin-megami-tensei-nocturne,Atlus Co.,"['Role-Playing', 'Console-style RPG']",singleplayer,M
World of Warcraft: Mists of Pandaria,82.0,58.0,['pc'],"World of Warcraft: Mists of Pandaria is the latest expansion set for WoW, set on the new continent of Pandaria. Unlock The Mysteries of Pandaria.  You've stopped Deathwing's destructive rampage and saved the dragonflights from their extinction. Now you you're tasked with unlocking the mysteries of the lost continent and discovering the dark secrets of Pandaria's past. Explore ancient kingdoms hidden since before the Sundering, plunder vast treasures from the depths of the forgotten vaults, and prepare to defend Pandaria from the shadow of a long buried evil - before it's too late.",https://www.metacritic.com/game/pc/world-of-warcraft-mists-of-pandaria,Blizzard Entertainment,"['Fantasy', 'Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer']",multiplayer,T
Splatoon 2: Octo Expansion,82.0,84.0,['switch'],"Play as an Octoling for the very first time in this large-scale downloadable content for the Splatoon 2 game. This full-on single-player adventure spans 80 missions starring Agent 8, a new character who awakens without her memories on a dark subway platform. Navigate this mysterious underground test facility in a desperate battle to reach the surface of Inkopolis. Escape from these twisted depths, and you'll finally be able to join multiplayer matches as an Octoling. You may think you know everything about the world of Splatoon, but these waters run deep, and so does the lore. Purchase this content today for immediate access to special octo-themed in-game gear.",https://www.metacritic.com/game/switch/splatoon-2-octo-expansion,Nintendo,"['Action', 'Shooter', 'Third-Person', 'Arcade']",,E10+
Filament,82.0,76.0,['pc'],"An abandoned spaceship, missing crew and a lone mysterious voice. Solve challenging puzzles and uncover what really happened to the crew of The Alabaster.",https://www.metacritic.com/game/pc/filament,Beard Envy,"['Puzzle', 'Action']",singleplayer,
MotoGP 20,82.0,63.0,['xbox-one'],"Take control of your own career, switch from real teams to new teams created with sponsors from the world of MotoGP™, decide the development of the bike and manage your technical unit to win. Improved physics, with even more realistic and complex braking management. The tire has been divided into independent sectors for wear and temperature, and the fuel consumption can be managed with driving style and power maps. If you were looking for a challenge, this is definitely the one for you. Being a successful driver is much more than just keeping the throttle wide open. You also need to win with style! Unleash your creativity with 6 different graphic editors, including the new Suit and Livery editor for your bike. [Milestone]",https://www.metacritic.com/game/xbox-one/motogp-20,Milestone S.r.l,"['Racing', 'Simulation', 'Arcade', 'Automobile']",multiplayer,E
Recettear: An Item Shop's Tale,82.0,86.0,['pc'],"Recettear is the story of an item shop, the girl who lives in it, and the fairy who turned her life upside down. Recette Lemongrass finds herself in charge of an item shop built into her house, in order to pay back a loan her father took and then skipped out on - and Tear, her newfound fairy ""companion"", won't take no for an answer! As Recette, you have to decide how you'll get your stock - either through playing the markets in town or going out into the wild with an adventuring friend and thrashing beasts until they give up the goodies - how much to sell things for, what the shop should look like, and how to best go about getting the money Tear needs to pay off the loan. If you can't come up with the money... well, hope you like living in a cardboard box.",https://www.metacritic.com/game/pc/recettear-an-item-shops-tale,EasyGameStation,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",,
Command & Conquer 3: Tiberium Wars,82.0,74.0,['xbox-360'],"It is 2047 and the stakes could not be higher. Tiberium—a self-replicating alien substance that has infected the Earth—is spreading like a radioactive ice age. The GDI, a high-tech alliance of the world’s most advanced nations, is fighting to contain Tiberium, but Kane, the megalomaniacal leader of The Brotherhood of NOD has other plans for Earth. Kane’s secret society turned superpower is bent on using Tiberium to take control and transform humanity into his twisted vision of the future. All-out war rages over Tiberium and the fate of the planet rests in the balance. Experience a revolution in RTS gaming with a single player campaign that rewards you for your gameplay style. Add layers of strategy to your gaming experience by building mobile bases, wielding the power of terrifying Ion Storms on the battlefield, or customizing your armies by combining units. Battle it out online with native voice-over IP, integrated clan support, and new spectator modes that let you play RTS games like a sport. [Electronic Arts]",https://www.metacritic.com/game/xbox-360/command-conquer-3-tiberium-wars,EA LA,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
Harvest Moon: More Friends of Mineral Town,82.0,85.0,['game-boy-advance'],"Live the simple life as a farmer in Harvest Moon: More Friends of Mineral Town. This game is similar to the original Harvest Moon: Friends of Mineral Town, but now you can play as a girl who has left the city to pursue a life on the farm. You'll take part in growing crops, managing livestock, finding a husband, and raising children.",https://www.metacritic.com/game/game-boy-advance/harvest-moon-more-friends-of-mineral-town,TOSE,"['Strategy', 'Breeding/Constructing']",singleplayer,E
BlazBlue: Calamity Trigger Portable,82.0,74.0,['psp'],"This game is the ultimate 2D fighting game on the go! BlazBlue features all of the console modes—Arcade, Versus, Score Attack, Training, and Story…in addition to the all-new Shop and Legion modes, where you control your own party of fighters in an attempt to conquer the world of BlazBlue. [Aksys Games]",https://www.metacritic.com/game/psp/blazblue-calamity-trigger-portable,Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,T
Midnight Club: Los Angeles,82.0,83.0,['playstation-3'],"Whether driving by the beach or beating the competition by cutting through a parking garage at 200 mph, Midnight Club: Los Angeles provides a seamless, breathtaking environment for everyone who loves to compete. With no load times, no tracks, and no rules, the game allows players to race who they want, when they want, and where they want in an unbelievable recreation of Los Angeles. A racing game is nothing without the great cars and Midnight Club: Los Angeles allows extensive customization of vehicles for both performance and appearance. Players can now fully personalize their officially licensed imports, tuners, classic muscle cars and motorcycles both inside and out with a dizzying array of licensed rims, spoilers, interior gauges, tires and more. [Rockstar Games]",https://www.metacritic.com/game/playstation-3/midnight-club-los-angeles,Rockstar San Diego,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",multiplayer,T
Flight Simulator X: Acceleration,82.0,72.0,['pc'],"The Flight Simulator X Acceleration Expansion Pack delivers an all new thrilling multiplayer race mode, new action-packed missions, and even more new content! Challenge friends in the new racing mode, or test your flight skills in the 20 new missions like being a NASA test pilot, performing search and rescue on an ocean liner, or navigating a whiteout blizzard in the backcountry. Also included are six new scenery maps including the famed Red Bull Air Race courses, and three new planes such as the F/A-18A Hornet, EH-101 Helicopter and P-51D Mustang. [Microsoft]",https://www.metacritic.com/game/pc/flight-simulator-x-acceleration,Microsoft Game Studios,"['Simulation', 'Flight', 'Modern Jet', 'Combat']",,E10+
Etrian Odyssey II: Heroes of Lagaard,82.0,82.0,['ds'],"In the Grand Duchy of High Lagaard, it is said that the Duke is descended from inhabitants of a castle in the sky. When an unforeseen crisis befalls the nation, it is decreed that the first explorer to retrieve the Grail of Kings from that mythical floating palace will be rewarded with wealth and fame beyond imagining. Enter the central city of Lagaard and begin your journey to the clouds. Make the adventure yours - Rediscover true role-playing as you build your party of stalwart adventurers from 12 different classes. From basics like name and sex to advanced settings like combat formation, skills, and spells, every detail is yours to customize. The Odyssey continues - Experience an all-new story, more classes, improved mapping capabilities, new Force Skills, and over 100 side-quests. Chart your progress through the dungeons - Etrian Odyssey's innovative mapmaking tool returns with more options and features. Use the touch screen to map out the halls, chambers, treasures, and dangers of the realms you explore. [Atlus USA]",https://www.metacritic.com/game/ds/etrian-odyssey-ii-heroes-of-lagaard,Atlus,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,E10+
Blood,82.0,88.0,['pc'],"You'll battle cultists, gargoyles, zombies, hellhounds, and an unholy host of other terrors in your quest to stop Tchernobog. You must not only defeat the Cabal--you must scour its dread name from human memory. If that means eradicating everyone and everything the Cabal has ever tainted, so be it. Of course, you'll first have to make your way through fortresses, castles, mines, mansions, and estates guarded and kept by Tchernobog's malevolent servants. Fortunately, it is wits that make the hero, and although you're in serious danger of losing yours, you've got enough left to improvise some pretty effective tools of destruction. Aerosol hairspray can be frightening enough on its own, but apply it to a lighter flame and you've got an instant flamethrower (kids, don't try this at home!). Likewise, a flare gun can brighten your prospects considerably against even the grimmest odds, which is to say nothing for shotguns, Tommy guns, and dynamite. Who knows, you may even find that there are some spirits on your side when you find yourself clutching a voodoo doll. [Monolith]",https://www.metacritic.com/game/pc/blood,Monolith Productions,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",multiplayer,M
Duelyst,82.0,77.0,['pc'],"Duelyst is a tactical turn-based strategy game with a heavy focus on ranked competitive play, brought to you by veteran developers and creators from Diablo III, Rogue Legacy and the Ratchet & Clank series. 

The world of Duelyst has an expansive identity and mythology, with gorgeous landscapes filled with rich, complex characters, untold stories and unraveled histories. The focus is on squad-based combat on a tactical map with fast-paced multiplayer 1v1 battles where victory comes from defeating your opponent's General. At launch, there will be five unique factions with a roster of 100+ battle units and spells.",https://www.metacritic.com/game/pc/duelyst,Counterplay Games,"['Fantasy', 'Strategy', 'Turn-Based', 'General']",multiplayer,
Links 2003,82.0,68.0,['pc'],"The newest version of the best-selling golf simulator of all-time features improved graphics, six brand-new championship courses, high-resolution 3D characters, a Dynamic Camera that lets you to see your shot from different perspectives, and improved putting with a new 3D Green Analyzer. Links 2003 also brings improvements to the powerful Arnold Palmer Course Designer - the same 3D course architecture tool used by the Links team to create course graphics in stunning photorealistic detail. [Microsoft]",https://www.metacritic.com/game/pc/links-2003,Microsoft Game Studios,"['Sports', 'Traditional', 'Individual', 'Golf', 'Sim']",,E
Earth & Beyond,82.0,71.0,['pc'],"Welcome to Earth & Beyond, the first online role-playing galaxy. It's your turn to pilot your own starship, adventure in a massive galaxy, and take part in a thriving community. Alien encounters, fierce combat, cutthroat commerce, new discoveries, perilous quests, strategic alliances, diplomatic backstabbing, and epic wars await you and the friends you meet online. Earth & Beyond allows you to build your character and career in three distinct ways: exploration, trade and combat. The game is designed around these three activities, and each race, profession, skill, starship and item affects how well you excel in these core activities. [Electronic Arts]",https://www.metacritic.com/game/pc/earth-beyond,Westwood Studios,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Sci-Fi']",multiplayer,T
Virtual Pool 3,82.0,71.0,['pc'],"Features the ""Black Widow"" Jeanette Lee and an improved single-player mode.",https://www.metacritic.com/game/pc/virtual-pool-3,Celeris,"['Sports', 'Miscellaneous', 'Parlor', 'Individual', 'Billiards']",multiplayer,E
The Sims: Livin' Large,82.0,73.0,['pc'],"The official expansion pack for The Sims lets you take your Sims to new extremes. Help your Sims deal with everything from roach infestations to alien abductions. Give them the opportunity to become rock stars, talk show hosts, even UFO investigators, with five new career options.  [Electronic Arts]",https://www.metacritic.com/game/pc/the-sims-livin-large,Maxis,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual']",singleplayer,T
Sonic the Hedgehog 2,82.0,78.0,['xbox-360'],"[Xbox Live Arcade]  With his new Super Spin Dash and ""Tails"" the Fox, Sonic is back and better than ever in Sonic The Hedgehog 2. Defy gravity in hair-raising loop-de-loops, bounce like a pinball and race like lightning. Play against friends at home or against others over Xbox Live in this classic game. Enhanced graphics and sound: The game stays true to the original, but takes full advantage of high-definition graphics, with enhanced sound effects. Achievements and leaderboards: Take on the challenge of new achievements to conquer, and use the leaderboards to compare scores among friends and the rest of the Xbox LIVE world. Play with a friend at home, or go online and play Sonic and Tails with the world at large. [Sega]",https://www.metacritic.com/game/xbox-360/sonic-the-hedgehog-2,Sega,"['Action', 'Platformer', '2D']",multiplayer,E
MLB The Show 18,82.0,62.0,['playstation-4'],"Your team. Your rivals. Your buddies. Your hometown. No matter why you play or why you love baseball, MLB The Show 18 is for a fan like you. The Show 18 delivers baseball just the way you want it, from fielding a roster of past Legends and current Superstars in Diamond Dynasty1,2, to crushing homers with friends in Retro Mode games to meaningful RPG progression in Road to The Show®. Experience quicker, more satisfying games of baseball to dominate the competition on the couch, on the headset2 and on the diamond. More home runs, more epic plays, more classic legends, all in less time. For those who crave the best of baseball - Welcome to The Show.",https://www.metacritic.com/game/playstation-4/mlb-the-show-18,Sony Interactive Entertainment,"['Sports', 'Team', 'Baseball', 'Sim']",multiplayer,E
DCS: Black Shark,82.0,86.0,['pc'],"DCS: Black Shark is a PC game of the Russian Ka-50 attack helicopter and is the first title in a new Eagle Dynamics and The Fighter Collection simulation series: Digital Combat Simulator (DCS). Following Eagle Dynamics' tradition of excellence, ""DCS: Black Shark"" will bring an even more realistic simulation experience than its predecessor ""Flaming Cliffs"". DCS: Black Shark will offer an unprecedented level of realism in regards to flight dynamics, instruments modeling, avionics systems, and weapon systems. The artificial Intelligence of ground vehicles and helicopters has been improved dramatically as well as weapon modeling. A new Mission Editor includes a powerful electronic mapping system that allows user to easily create missions and campaigns. A new campaign system allows the front line of the battlefield to move back and fourth according to your mission success or failure. [Eagle Dynamics]",https://www.metacritic.com/game/pc/dcs-black-shark,Eagle Dynamics,"['Simulation', 'Flight', 'Helicopter', 'Civilian']",,T
ModNation Racers,82.0,84.0,['playstation-3'],"Exclusive to the PlayStation 3 and PSP systems, ModNation Racers empowers the player to customize their entire kart racing experience. Enjoy karting fun, where you can shoot, boost & drift your way to the finish line. Create your unique racing experience with the same tools used by the development team. Express yourself by creating your own Mod character, quirky kart and imaginative track, and share your unique racing experience with the rest of the world. [SCEA]",https://www.metacritic.com/game/playstation-3/modnation-racers,United Front Games,"['Driving', 'Racing', 'Arcade', 'Kart', 'Other']",multiplayer,E
